date,store,category,item,sales,theft_event,theft_qty,stock
2024-02-29,Store B,Health & Beauty,Toothpaste,2,False,0,314
2024-03-01,Store B,Health & Beauty,Toothpaste,6,False,0,308
2024-03-02,Store B,Health & Beauty,Toothpaste,5,True,2,301
2024-03-03,Store B,Health & Beauty,Toothpaste,4,False,0,297
2024-03-04,Store B,Health & Beauty,Toothpaste,3,False,0,294
2024-03-05,Store B,Health & Beauty,Toothpaste,5,False,0,289
2024-03-06,Store B,Health & Beauty,Toothpaste,8,False,0,281
2024-03-07,Store B,Health & Beauty,Toothpaste,3,False,0,278
2024-03-08,Store B,Health & Beauty,Toothpaste,1,False,0,277
2024-03-09,Store B,Health & Beauty,Toothpaste,4,False,0,273
2024-03-10,Store B,Health & Beauty,Toothpaste,4,False,0,269
2024-03-11,Store B,Health & Beauty,Toothpaste,6,False,0,263
2024-03-12,Store B,Health & Beauty,Toothpaste,7,False,0,256
2024-03-13,Store B,Health & Beauty,Toothpaste,3,False,0,253
2024-03-14,Store B,Health & Beauty,Toothpaste,6,False,0,247
2024-03-15,Store B,Health & Beauty,Toothpaste,1,False,0,246
2024-03-16,Store B,Health & Beauty,Toothpaste,7,False,0,239
2024-03-17,Store B,Health & Beauty,Toothpaste,4,False,0,235
2024-03-18,Store B,Health & Beauty,Toothpaste,2,False,0,233
2024-03-19,Store B,Health & Beauty,Toothpaste,3,False,0,230
2024-03-20,Store B,Health & Beauty,Toothpaste,2,False,0,228
2024-03-21,Store B,Health & Beauty,Toothpaste,3,False,0,225
2024-03-22,Store B,Health & Beauty,Toothpaste,3,False,0,222
2024-03-23,Store B,Health & Beauty,Toothpaste,2,False,0,220
2024-03-24,Store B,Health & Beauty,Toothpaste,2,False,0,218
2024-03-25,Store B,Health & Beauty,Toothpaste,2,False,0,216
2024-03-26,Store B,Health & Beauty,Toothpaste,2,False,0,214
2024-03-27,Store B,Health & Beauty,Toothpaste,2,False,0,212
2024-03-28,Store B,Health & Beauty,Toothpaste,3,False,0,209
2024-03-29,Store B,Health & Beauty,Toothpaste,2,False,0,207
2024-03-30,Store B,Health & Beauty,Toothpaste,4,False,0,203
2024-03-31,Store B,Health & Beauty,Toothpaste,3,False,0,200
2024-01-01,Store B,Health & Beauty,Vitamins,2,False,0,498
2024-01-02,Store B,Health & Beauty,Vitamins,2,False,0,496
2024-01-03,Store B,Health & Beauty,Vitamins,2,False,0,494
2024-01-04,Store B,Health & Beauty,Vitamins,3,False,0,491
2024-01-05,Store B,Health & Beauty,Vitamins,3,False,0,488
2024-01-06,Store B,Health & Beauty,Vitamins,6,False,0,482
2024-01-07,Store B,Health & Beauty,Vitamins,7,False,0,475
2024-01-08,Store B,Health & Beauty,Vitamins,7,False,0,468
2024-01-09,Store B,Health & Beauty,Vitamins,2,False,0,466
2024-01-10,Store B,Health & Beauty,Vitamins,2,False,0,464
2024-01-11,Store B,Health & Beauty,Vitamins,1,False,0,463
2024-01-12,Store B,Health & Beauty,Vitamins,1,False,0,462
2024-01-13,Store B,Health & Beauty,Vitamins,1,False,0,461
2024-01-14,Store B,Health & Beauty,Vitamins,3,False,0,458
2024-01-15,Store B,Health & Beauty,Vitamins,2,False,0,456
2024-01-16,Store B,Health & Beauty,Vitamins,3,True,1,452
2024-01-17,Store B,Health & Beauty,Vitamins,2,False,0,450
2024-01-18,Store B,Health & Beauty,Vitamins,5,False,0,445
2024-01-19,Store B,Health & Beauty,Vitamins,4,False,0,441
2024-01-20,Store B,Health & Beauty,Vitamins,6,False,0,435
2024-01-21,Store B,Health & Beauty,Vitamins,1,False,0,434
2024-01-22,Store B,Health & Beauty,Vitamins,4,False,0,430
2024-01-23,Store B,Health & Beauty,Vitamins,3,False,0,427
2024-01-24,Store B,Health & Beauty,Vitamins,4,False,0,423
2024-01-25,Store B,Health & Beauty,Vitamins,1,False,0,422
2024-01-26,Store B,Health & Beauty,Vitamins,3,False,0,419
2024-01-27,Store B,Health & Beauty,Vitamins,3,False,0,416
2024-01-28,Store B,Health & Beauty,Vitamins,4,False,0,412
2024-01-29,Store B,Health & Beauty,Vitamins,3,False,0,409
2024-01-30,Store B,Health & Beauty,Vitamins,3,False,0,406
2024-01-31,Store B,Health & Beauty,Vitamins,5,False,0,401
2024-02-01,Store B,Health & Beauty,Vitamins,5,False,0,396
2024-02-02,Store B,Health & Beauty,Vitamins,4,False,0,392
2024-02-03,Store B,Health & Beauty,Vitamins,2,False,0,390
2024-02-04,Store B,Health & Beauty,Vitamins,3,False,0,387
2024-02-05,Store B,Health & Beauty,Vitamins,2,False,0,385
2024-02-06,Store B,Health & Beauty,Vitamins,3,False,0,382
2024-02-07,Store B,Health & Beauty,Vitamins,1,False,0,381
2024-02-08,Store B,Health & Beauty,Vitamins,4,False,0,377
2024-02-09,Store B,Health & Beauty,Vitamins,4,False,0,373
2024-02-10,Store B,Health & Beauty,Vitamins,1,False,0,372
2024-02-11,Store B,Health & Beauty,Vitamins,2,True,2,368
2024-02-12,Store B,Health & Beauty,Vitamins,1,False,0,367
2024-02-13,Store B,Health & Beauty,Vitamins,3,False,0,364
2024-02-14,Store B,Health & Beauty,Vitamins,5,False,0,359
2024-02-15,Store B,Health & Beauty,Vitamins,5,False,0,354
2024-02-16,Store B,Health & Beauty,Vitamins,4,False,0,350
2024-02-17,Store B,Health & Beauty,Vitamins,5,False,0,345
2024-02-18,Store B,Health & Beauty,Vitamins,1,False,0,344
2024-02-19,Store B,Health & Beauty,Vitamins,2,False,0,342
2024-02-20,Store B,Health & Beauty,Vitamins,6,False,0,336
2024-02-21,Store B,Health & Beauty,Vitamins,3,False,0,333
2024-02-22,Store B,Health & Beauty,Vitamins,4,False,0,329
2024-02-23,Store B,Health & Beauty,Vitamins,2,False,0,327
2024-02-24,Store B,Health & Beauty,Vitamins,2,False,0,325
2024-02-25,Store B,Health & Beauty,Vitamins,2,False,0,323
2024-02-26,Store B,Health & Beauty,Vitamins,0,False,0,323
2024-02-27,Store B,Health & Beauty,Vitamins,5,False,0,318
2024-02-28,Store B,Health & Beauty,Vitamins,2,False,0,316
2024-02-29,Store B,Health & Beauty,Vitamins,4,False,0,312
2024-03-01,Store B,Health & Beauty,Vitamins,8,False,0,304
2024-03-02,Store B,Health & Beauty,Vitamins,1,False,0,303
2024-03-03,Store B,Health & Beauty,Vitamins,3,False,0,300
2024-03-04,Store B,Health & Beauty,Vitamins,3,False,0,297
2024-03-05,Store B,Health & Beauty,Vitamins,5,False,0,292
2024-03-06,Store B,Health & Beauty,Vitamins,0,True,1,291
2024-03-07,Store B,Health & Beauty,Vitamins,3,False,0,288
2024-03-08,Store B,Health & Beauty,Vitamins,4,False,0,284
2024-03-09,Store B,Health & Beauty,Vitamins,3,False,0,281
2024-03-10,Store B,Health & Beauty,Vitamins,4,False,0,277
2024-03-11,Store B,Health & Beauty,Vitamins,2,False,0,275
2024-03-12,Store B,Health & Beauty,Vitamins,3,False,0,272
2024-03-13,Store B,Health & Beauty,Vitamins,3,False,0,269
2024-03-14,Store B,Health & Beauty,Vitamins,2,False,0,267
2024-03-15,Store B,Health & Beauty,Vitamins,8,False,0,259
2024-03-16,Store B,Health & Beauty,Vitamins,2,False,0,257
2024-03-17,Store B,Health & Beauty,Vitamins,3,False,0,254
2024-03-18,Store B,Health & Beauty,Vitamins,4,False,0,250
2024-03-19,Store B,Health & Beauty,Vitamins,2,True,2,246
2024-03-20,Store B,Health & Beauty,Vitamins,2,False,0,244
2024-03-21,Store B,Health & Beauty,Vitamins,2,False,0,242
2024-03-22,Store B,Health & Beauty,Vitamins,4,False,0,238
2024-03-23,Store B,Health & Beauty,Vitamins,2,False,0,236
2024-03-24,Store B,Health & Beauty,Vitamins,0,False,0,236
2024-03-25,Store B,Health & Beauty,Vitamins,4,False,0,232
2024-03-26,Store B,Health & Beauty,Vitamins,4,False,0,228
2024-03-27,Store B,Health & Beauty,Vitamins,1,False,0,227
2024-03-28,Store B,Health & Beauty,Vitamins,1,False,0,226
2024-03-29,Store B,Health & Beauty,Vitamins,1,False,0,225
2024-03-30,Store B,Health & Beauty,Vitamins,7,False,0,218
2024-03-31,Store B,Health & Beauty,Vitamins,6,True,2,210
2024-01-01,Store B,Health & Beauty,OTC Medication,4,False,0,496
2024-01-02,Store B,Health & Beauty,OTC Medication,0,False,0,496
2024-01-03,Store B,Health & Beauty,OTC Medication,2,False,0,494
2024-01-04,Store B,Health & Beauty,OTC Medication,4,False,0,490
2024-01-05,Store B,Health & Beauty,OTC Medication,2,False,0,488
2024-01-06,Store B,Health & Beauty,OTC Medication,1,False,0,487
2024-01-07,Store B,Health & Beauty,OTC Medication,5,False,0,482
2024-01-08,Store B,Health & Beauty,OTC Medication,3,False,0,479
2024-01-09,Store B,Health & Beauty,OTC Medication,2,False,0,477
2024-01-10,Store B,Health & Beauty,OTC Medication,4,False,0,473
2024-01-11,Store B,Health & Beauty,OTC Medication,1,False,0,472
2024-01-12,Store B,Health & Beauty,OTC Medication,2,False,0,470
2024-01-13,Store B,Health & Beauty,OTC Medication,1,True,1,468
2024-01-14,Store B,Health & Beauty,OTC Medication,1,False,0,467
2024-01-15,Store B,Health & Beauty,OTC Medication,1,False,0,466
2024-01-16,Store B,Health & Beauty,OTC Medication,2,False,0,464
2024-01-17,Store B,Health & Beauty,OTC Medication,3,False,0,461
2024-01-18,Store B,Health & Beauty,OTC Medication,3,False,0,458
2024-01-19,Store B,Health & Beauty,OTC Medication,2,False,0,456
2024-01-20,Store B,Health & Beauty,OTC Medication,2,True,1,453
2024-01-21,Store B,Health & Beauty,OTC Medication,2,False,0,451
2024-01-22,Store B,Health & Beauty,OTC Medication,6,False,0,445
2024-01-23,Store B,Health & Beauty,OTC Medication,3,False,0,442
2024-01-24,Store B,Health & Beauty,OTC Medication,1,False,0,441
2024-01-25,Store B,Health & Beauty,OTC Medication,6,False,0,435
2024-01-26,Store B,Health & Beauty,OTC Medication,2,False,0,433
2024-01-27,Store B,Health & Beauty,OTC Medication,4,False,0,429
2024-01-28,Store B,Health & Beauty,OTC Medication,1,False,0,428
2024-01-29,Store B,Health & Beauty,OTC Medication,4,False,0,424
2024-01-30,Store B,Health & Beauty,OTC Medication,4,False,0,420
2024-01-31,Store B,Health & Beauty,OTC Medication,3,False,0,417
2024-02-01,Store B,Health & Beauty,OTC Medication,1,False,0,416
2024-02-02,Store B,Health & Beauty,OTC Medication,3,False,0,413
2024-02-03,Store B,Health & Beauty,OTC Medication,1,False,0,412
2024-02-04,Store B,Health & Beauty,OTC Medication,2,False,0,410
2024-02-05,Store B,Health & Beauty,OTC Medication,3,False,0,407
2024-02-06,Store B,Health & Beauty,OTC Medication,3,False,0,404
2024-02-07,Store B,Health & Beauty,OTC Medication,1,False,0,403
2024-02-08,Store B,Health & Beauty,OTC Medication,3,False,0,400
2024-02-09,Store B,Health & Beauty,OTC Medication,4,False,0,396
2024-02-10,Store B,Health & Beauty,OTC Medication,2,False,0,394
2024-02-11,Store B,Health & Beauty,OTC Medication,5,False,0,389
2024-02-12,Store B,Health & Beauty,OTC Medication,4,False,0,385
2024-02-13,Store B,Health & Beauty,OTC Medication,5,False,0,380
2024-02-14,Store B,Health & Beauty,OTC Medication,4,False,0,376
2024-02-15,Store B,Health & Beauty,OTC Medication,2,False,0,374
2024-02-16,Store B,Health & Beauty,OTC Medication,5,False,0,369
2024-02-17,Store B,Health & Beauty,OTC Medication,3,False,0,366
2024-02-18,Store B,Health & Beauty,OTC Medication,5,False,0,361
2024-02-19,Store B,Health & Beauty,OTC Medication,2,False,0,359
2024-02-20,Store B,Health & Beauty,OTC Medication,0,False,0,359
2024-02-21,Store B,Health & Beauty,OTC Medication,1,False,0,358
2024-02-22,Store B,Health & Beauty,OTC Medication,1,False,0,357
2024-02-23,Store B,Health & Beauty,OTC Medication,0,False,0,357
2024-02-24,Store B,Health & Beauty,OTC Medication,4,False,0,353
2024-02-25,Store B,Health & Beauty,OTC Medication,5,False,0,348
2024-02-26,Store B,Health & Beauty,OTC Medication,2,False,0,346
2024-02-27,Store B,Health & Beauty,OTC Medication,2,False,0,344
2024-02-28,Store B,Health & Beauty,OTC Medication,2,False,0,342
2024-02-29,Store B,Health & Beauty,OTC Medication,4,False,0,338
2024-03-01,Store B,Health & Beauty,OTC Medication,3,False,0,335
2024-03-02,Store B,Health & Beauty,OTC Medication,3,False,0,332
2024-03-03,Store B,Health & Beauty,OTC Medication,4,False,0,328
2024-03-04,Store B,Health & Beauty,OTC Medication,3,False,0,325
2024-03-05,Store B,Health & Beauty,OTC Medication,1,False,0,324
2024-03-06,Store B,Health & Beauty,OTC Medication,3,False,0,321
2024-03-07,Store B,Health & Beauty,OTC Medication,5,False,0,316
2024-03-08,Store B,Health & Beauty,OTC Medication,3,False,0,313
2024-03-09,Store B,Health & Beauty,OTC Medication,4,False,0,309
2024-03-10,Store B,Health & Beauty,OTC Medication,3,False,0,306
2024-03-11,Store B,Health & Beauty,OTC Medication,5,True,2,299
2024-03-12,Store B,Health & Beauty,OTC Medication,3,False,0,296
2024-03-13,Store B,Health & Beauty,OTC Medication,7,False,0,289
2024-03-14,Store B,Health & Beauty,OTC Medication,3,False,0,286
2024-03-15,Store B,Health & Beauty,OTC Medication,5,False,0,281
2024-03-16,Store B,Health & Beauty,OTC Medication,2,False,0,279
2024-03-17,Store B,Health & Beauty,OTC Medication,3,False,0,276
2024-03-18,Store B,Health & Beauty,OTC Medication,2,False,0,274
2024-03-19,Store B,Health & Beauty,OTC Medication,1,False,0,273
2024-03-20,Store B,Health & Beauty,OTC Medication,3,False,0,270
2024-03-21,Store B,Health & Beauty,OTC Medication,1,False,0,269
2024-03-22,Store B,Health & Beauty,OTC Medication,4,False,0,265
2024-03-23,Store B,Health & Beauty,OTC Medication,4,False,0,261
2024-03-24,Store B,Health & Beauty,OTC Medication,1,False,0,260
2024-03-25,Store B,Health & Beauty,OTC Medication,0,False,0,260
2024-03-26,Store B,Health & Beauty,OTC Medication,7,False,0,253
2024-03-27,Store B,Health & Beauty,OTC Medication,2,False,0,251
2024-03-28,Store B,Health & Beauty,OTC Medication,1,False,0,250
2024-03-29,Store B,Health & Beauty,OTC Medication,3,True,1,246
2024-03-30,Store B,Health & Beauty,OTC Medication,1,False,0,245
2024-03-31,Store B,Health & Beauty,OTC Medication,7,False,0,238
2024-01-01,Store B,Alcoholic Beverages,Whisky,5,True,1,494
2024-01-02,Store B,Alcoholic Beverages,Whisky,3,False,0,491
2024-01-03,Store B,Alcoholic Beverages,Whisky,5,False,0,486
2024-01-04,Store B,Alcoholic Beverages,Whisky,3,False,0,483
2024-01-05,Store B,Alcoholic Beverages,Whisky,2,False,0,481
2024-01-06,Store B,Alcoholic Beverages,Whisky,3,False,0,478
2024-01-07,Store B,Alcoholic Beverages,Whisky,2,True,2,474
2024-01-08,Store B,Alcoholic Beverages,Whisky,2,False,0,472
2024-01-09,Store B,Alcoholic Beverages,Whisky,3,False,0,469
2024-01-10,Store B,Alcoholic Beverages,Whisky,2,False,0,467
2024-01-11,Store B,Alcoholic Beverages,Whisky,3,False,0,464
2024-01-12,Store B,Alcoholic Beverages,Whisky,5,False,0,459
2024-01-13,Store B,Alcoholic Beverages,Whisky,2,False,0,457
2024-01-14,Store B,Alcoholic Beverages,Whisky,0,False,0,457
2024-01-15,Store B,Alcoholic Beverages,Whisky,2,False,0,455
2024-01-16,Store B,Alcoholic Beverages,Whisky,4,False,0,451
2024-01-17,Store B,Alcoholic Beverages,Whisky,1,False,0,450
2024-01-18,Store B,Alcoholic Beverages,Whisky,4,False,0,446
2024-01-19,Store B,Alcoholic Beverages,Whisky,4,False,0,442
2024-01-20,Store B,Alcoholic Beverages,Whisky,4,False,0,438
2024-01-21,Store B,Alcoholic Beverages,Whisky,6,False,0,432
2024-01-22,Store B,Alcoholic Beverages,Whisky,1,False,0,431
2024-01-23,Store B,Alcoholic Beverages,Whisky,4,False,0,427
2024-01-24,Store B,Alcoholic Beverages,Whisky,3,False,0,424
2024-01-25,Store B,Alcoholic Beverages,Whisky,5,False,0,419
2024-01-26,Store B,Alcoholic Beverages,Whisky,3,False,0,416
2024-01-27,Store B,Alcoholic Beverages,Whisky,4,False,0,412
2024-01-28,Store B,Alcoholic Beverages,Whisky,2,False,0,410
2024-01-29,Store B,Alcoholic Beverages,Whisky,4,False,0,406
2024-01-30,Store B,Alcoholic Beverages,Whisky,1,False,0,405
2024-01-31,Store B,Alcoholic Beverages,Whisky,5,True,2,398
2024-02-01,Store B,Alcoholic Beverages,Whisky,4,False,0,394
2024-02-02,Store B,Alcoholic Beverages,Whisky,1,False,0,393
2024-02-03,Store B,Alcoholic Beverages,Whisky,5,False,0,388
2024-02-04,Store B,Alcoholic Beverages,Whisky,3,False,0,385
2024-02-05,Store B,Alcoholic Beverages,Whisky,3,False,0,382
2024-02-06,Store B,Alcoholic Beverages,Whisky,1,False,0,381
2024-02-07,Store B,Alcoholic Beverages,Whisky,3,False,0,378
2024-02-08,Store B,Alcoholic Beverages,Whisky,2,False,0,376
2024-02-09,Store B,Alcoholic Beverages,Whisky,5,False,0,371
2024-02-10,Store B,Alcoholic Beverages,Whisky,3,False,0,368
2024-02-11,Store B,Alcoholic Beverages,Whisky,4,False,0,364
2024-02-12,Store B,Alcoholic Beverages,Whisky,4,False,0,360
2024-02-13,Store B,Alcoholic Beverages,Whisky,1,False,0,359
2024-02-14,Store B,Alcoholic Beverages,Whisky,4,False,0,355
2024-02-15,Store B,Alcoholic Beverages,Whisky,2,False,0,353
2024-02-16,Store B,Alcoholic Beverages,Whisky,2,False,0,351
2024-02-17,Store B,Alcoholic Beverages,Whisky,5,False,0,346
2024-02-18,Store B,Alcoholic Beverages,Whisky,2,False,0,344
2024-02-19,Store B,Alcoholic Beverages,Whisky,2,False,0,342
2024-02-20,Store B,Alcoholic Beverages,Whisky,4,False,0,338
2024-02-21,Store B,Alcoholic Beverages,Whisky,9,False,0,329
2024-02-22,Store B,Alcoholic Beverages,Whisky,4,False,0,325
2024-02-23,Store B,Alcoholic Beverages,Whisky,3,False,0,322
2024-02-24,Store B,Alcoholic Beverages,Whisky,3,False,0,319
2024-02-25,Store B,Alcoholic Beverages,Whisky,0,False,0,319
2024-02-26,Store B,Alcoholic Beverages,Whisky,1,False,0,318
2024-02-27,Store B,Alcoholic Beverages,Whisky,3,False,0,315
2024-02-28,Store B,Alcoholic Beverages,Whisky,4,False,0,311
2024-02-29,Store B,Alcoholic Beverages,Whisky,3,True,2,306
2024-03-01,Store B,Alcoholic Beverages,Whisky,3,False,0,303
2024-03-02,Store B,Alcoholic Beverages,Whisky,5,False,0,298
2024-03-03,Store B,Alcoholic Beverages,Whisky,1,False,0,297
2024-03-04,Store B,Alcoholic Beverages,Whisky,3,False,0,294
2024-03-05,Store B,Alcoholic Beverages,Whisky,4,False,0,290
2024-03-06,Store B,Alcoholic Beverages,Whisky,3,False,0,287
2024-03-07,Store B,Alcoholic Beverages,Whisky,0,False,0,287
2024-03-08,Store B,Alcoholic Beverages,Whisky,1,False,0,286
2024-03-09,Store B,Alcoholic Beverages,Whisky,1,False,0,285
2024-03-10,Store B,Alcoholic Beverages,Whisky,2,False,0,283
2024-03-11,Store B,Alcoholic Beverages,Whisky,2,True,2,279
2024-03-12,Store B,Alcoholic Beverages,Whisky,4,False,0,275
2024-03-13,Store B,Alcoholic Beverages,Whisky,5,False,0,270
2024-03-14,Store B,Alcoholic Beverages,Whisky,3,False,0,267
2024-03-15,Store B,Alcoholic Beverages,Whisky,2,False,0,265
2024-03-16,Store B,Alcoholic Beverages,Whisky,2,False,0,263
2024-03-17,Store B,Alcoholic Beverages,Whisky,2,False,0,261
2024-03-18,Store B,Alcoholic Beverages,Whisky,7,True,2,252
2024-03-19,Store B,Alcoholic Beverages,Whisky,2,False,0,250
2024-03-20,Store B,Alcoholic Beverages,Whisky,0,False,0,250
2024-03-21,Store B,Alcoholic Beverages,Whisky,0,False,0,250
2024-03-22,Store B,Alcoholic Beverages,Whisky,2,False,0,248
2024-03-23,Store B,Alcoholic Beverages,Whisky,3,False,0,245
2024-03-24,Store B,Alcoholic Beverages,Whisky,5,False,0,240
2024-03-25,Store B,Alcoholic Beverages,Whisky,0,False,0,240
2024-03-26,Store B,Alcoholic Beverages,Whisky,2,False,0,238
2024-03-27,Store B,Alcoholic Beverages,Whisky,3,False,0,235
2024-03-28,Store B,Alcoholic Beverages,Whisky,0,False,0,235
2024-03-29,Store B,Alcoholic Beverages,Whisky,4,False,0,231
2024-03-30,Store B,Alcoholic Beverages,Whisky,1,False,0,230
2024-03-31,Store B,Alcoholic Beverages,Whisky,4,False,0,226
2024-01-01,Store B,Alcoholic Beverages,Champagne,3,False,0,497
2024-01-02,Store B,Alcoholic Beverages,Champagne,2,False,0,495
2024-01-03,Store B,Alcoholic Beverages,Champagne,2,False,0,493
2024-01-04,Store B,Alcoholic Beverages,Champagne,3,False,0,490
2024-01-05,Store B,Alcoholic Beverages,Champagne,8,False,0,482
2024-01-06,Store B,Alcoholic Beverages,Champagne,3,False,0,479
2024-01-07,Store B,Alcoholic Beverages,Champagne,2,False,0,477
2024-01-08,Store B,Alcoholic Beverages,Champagne,3,False,0,474
2024-01-09,Store B,Alcoholic Beverages,Champagne,0,False,0,474
2024-01-10,Store B,Alcoholic Beverages,Champagne,5,False,0,469
2024-01-11,Store B,Alcoholic Beverages,Champagne,2,False,0,467
2024-01-12,Store B,Alcoholic Beverages,Champagne,1,False,0,466
2024-01-13,Store B,Alcoholic Beverages,Champagne,1,False,0,465
2024-01-14,Store B,Alcoholic Beverages,Champagne,2,False,0,463
2024-01-15,Store B,Alcoholic Beverages,Champagne,3,True,1,459
2024-01-16,Store B,Alcoholic Beverages,Champagne,4,False,0,455
2024-01-17,Store B,Alcoholic Beverages,Champagne,4,False,0,451
2024-01-18,Store B,Alcoholic Beverages,Champagne,5,False,0,446
2024-01-19,Store B,Alcoholic Beverages,Champagne,7,False,0,439
2024-01-20,Store B,Alcoholic Beverages,Champagne,1,False,0,438
2024-01-21,Store B,Alcoholic Beverages,Champagne,2,False,0,436
2024-01-22,Store B,Alcoholic Beverages,Champagne,5,False,0,431
2024-01-23,Store B,Alcoholic Beverages,Champagne,3,False,0,428
2024-01-24,Store B,Alcoholic Beverages,Champagne,2,False,0,426
2024-01-25,Store B,Alcoholic Beverages,Champagne,4,False,0,422
2024-01-26,Store B,Alcoholic Beverages,Champagne,8,True,2,412
2024-01-27,Store B,Alcoholic Beverages,Champagne,2,False,0,410
2024-01-28,Store B,Alcoholic Beverages,Champagne,2,False,0,408
2024-01-29,Store B,Alcoholic Beverages,Champagne,3,False,0,405
2024-01-30,Store B,Alcoholic Beverages,Champagne,4,False,0,401
2024-01-31,Store B,Alcoholic Beverages,Champagne,3,False,0,398
2024-02-01,Store B,Alcoholic Beverages,Champagne,2,False,0,396
2024-02-02,Store B,Alcoholic Beverages,Champagne,3,False,0,393
2024-02-03,Store B,Alcoholic Beverages,Champagne,3,False,0,390
2024-02-04,Store B,Alcoholic Beverages,Champagne,5,False,0,385
2024-02-05,Store B,Alcoholic Beverages,Champagne,3,False,0,382
2024-02-06,Store B,Alcoholic Beverages,Champagne,5,False,0,377
2024-02-07,Store B,Alcoholic Beverages,Champagne,2,True,2,373
2024-02-08,Store B,Alcoholic Beverages,Champagne,2,False,0,371
2024-02-09,Store B,Alcoholic Beverages,Champagne,6,False,0,365
2024-02-10,Store B,Alcoholic Beverages,Champagne,4,False,0,361
2024-02-11,Store B,Alcoholic Beverages,Champagne,3,False,0,358
2024-02-12,Store B,Alcoholic Beverages,Champagne,6,False,0,352
2024-02-13,Store B,Alcoholic Beverages,Champagne,2,False,0,350
2024-02-14,Store B,Alcoholic Beverages,Champagne,3,False,0,347
2024-02-15,Store B,Alcoholic Beverages,Champagne,3,False,0,344
2024-02-16,Store B,Alcoholic Beverages,Champagne,3,False,0,341
2024-02-17,Store B,Alcoholic Beverages,Champagne,5,False,0,336
2024-02-18,Store B,Alcoholic Beverages,Champagne,1,False,0,335
2024-02-19,Store B,Alcoholic Beverages,Champagne,0,False,0,335
2024-02-20,Store B,Alcoholic Beverages,Champagne,2,False,0,333
2024-02-21,Store B,Alcoholic Beverages,Champagne,3,False,0,330
2024-02-22,Store B,Alcoholic Beverages,Champagne,5,False,0,325
2024-02-23,Store B,Alcoholic Beverages,Champagne,2,False,0,323
2024-02-24,Store B,Alcoholic Beverages,Champagne,1,False,0,322
2024-02-25,Store B,Alcoholic Beverages,Champagne,2,False,0,320
2024-02-26,Store B,Alcoholic Beverages,Champagne,0,False,0,320
2024-02-27,Store B,Alcoholic Beverages,Champagne,2,False,0,318
2024-02-28,Store B,Alcoholic Beverages,Champagne,1,False,0,317
2024-02-29,Store B,Alcoholic Beverages,Champagne,0,False,0,317
2024-03-01,Store B,Alcoholic Beverages,Champagne,4,False,0,313
2024-03-02,Store B,Alcoholic Beverages,Champagne,3,False,0,310
2024-03-03,Store B,Alcoholic Beverages,Champagne,1,False,0,309
2024-03-04,Store B,Alcoholic Beverages,Champagne,3,False,0,306
2024-03-05,Store B,Alcoholic Beverages,Champagne,3,False,0,303
2024-03-06,Store B,Alcoholic Beverages,Champagne,2,True,2,299
2024-03-07,Store B,Alcoholic Beverages,Champagne,4,False,0,295
2024-03-08,Store B,Alcoholic Beverages,Champagne,0,False,0,295
2024-03-09,Store B,Alcoholic Beverages,Champagne,3,False,0,292
2024-03-10,Store B,Alcoholic Beverages,Champagne,0,False,0,292
2024-03-11,Store B,Alcoholic Beverages,Champagne,3,False,0,289
2024-03-12,Store B,Alcoholic Beverages,Champagne,1,False,0,288
2024-03-13,Store B,Alcoholic Beverages,Champagne,2,False,0,286
2024-03-14,Store B,Alcoholic Beverages,Champagne,3,False,0,283
2024-03-15,Store B,Alcoholic Beverages,Champagne,2,False,0,281
2024-03-16,Store B,Alcoholic Beverages,Champagne,2,False,0,279
2024-03-17,Store B,Alcoholic Beverages,Champagne,2,False,0,277
2024-03-18,Store B,Alcoholic Beverages,Champagne,2,False,0,275
2024-03-19,Store B,Alcoholic Beverages,Champagne,2,False,0,273
2024-03-20,Store B,Alcoholic Beverages,Champagne,2,False,0,271
2024-03-21,Store B,Alcoholic Beverages,Champagne,1,False,0,270
2024-03-22,Store B,Alcoholic Beverages,Champagne,3,False,0,267
2024-03-23,Store B,Alcoholic Beverages,Champagne,1,True,2,264
2024-03-24,Store B,Alcoholic Beverages,Champagne,0,False,0,264
2024-03-25,Store B,Alcoholic Beverages,Champagne,1,False,0,263
2024-03-26,Store B,Alcoholic Beverages,Champagne,2,False,0,261
2024-03-27,Store B,Alcoholic Beverages,Champagne,4,False,0,257
2024-03-28,Store B,Alcoholic Beverages,Champagne,4,False,0,253
2024-03-29,Store B,Alcoholic Beverages,Champagne,4,False,0,249
2024-03-30,Store B,Alcoholic Beverages,Champagne,2,False,0,247
2024-03-31,Store B,Alcoholic Beverages,Champagne,2,True,1,244
2024-01-01,Store B,Alcoholic Beverages,Gin,4,False,0,496
2024-01-02,Store B,Alcoholic Beverages,Gin,2,False,0,494
2024-01-03,Store B,Alcoholic Beverages,Gin,3,False,0,491
2024-01-04,Store B,Alcoholic Beverages,Gin,0,False,0,491
2024-01-05,Store B,Alcoholic Beverages,Gin,3,False,0,488
2024-01-06,Store B,Alcoholic Beverages,Gin,3,False,0,485
2024-01-07,Store B,Alcoholic Beverages,Gin,4,False,0,481
2024-01-08,Store B,Alcoholic Beverages,Gin,2,False,0,479
2024-01-09,Store B,Alcoholic Beverages,Gin,2,False,0,477
2024-01-10,Store B,Alcoholic Beverages,Gin,5,False,0,472
2024-01-11,Store B,Alcoholic Beverages,Gin,2,False,0,470
2024-01-12,Store B,Alcoholic Beverages,Gin,0,False,0,470
